image_id,breed
ff0d5db8c9,coluber-constrictor
c47ad4521c,lampropeltis-californiae
4086ec30bf,thamnophis-sirtalis
fb500e597c,pantherophis-guttatus
0fdca857ba,crotalus-horridus
16e3dff323,diadophis-punctatus
70463ea3f3,thamnophis-sirtalis
9de805091c,pantherophis-obsoletus
3e2ba8887b,pantherophis-alleghaniensis
0a238c03e4,thamnophis-sirtalis
8c27c26f9f,pantherophis-obsoletus
447e96a831,nerodia-sipedon
4c173568d9,coluber-constrictor
5948054f6e,thamnophis-radix
cfb9943f32,crotalus-ruber
0989b197e5,pantherophis-alleghaniensis
93d698c9bb,heterodon-platirhinos
40ff71dcbb,pantherophis-obsoletus
ddb3ee4efc,storeria-dekayi
94b92dedec,heterodon-platirhinos
14da1fc791,crotalus-atrox
e97587c12c,crotalus-horridus
50e33fc24f,storeria-occipitomaculata
2d146d1f12,lampropeltis-californiae
2e359108b2,lampropeltis-californiae
55a884982c,pantherophis-obsoletus
cc40d66bfb,nerodia-rhombifer
a8f470944a,coluber-constrictor
b83f491562,lampropeltis-triangulum
45cdae2a4e,nerodia-sipedon
2c92500ad7,haldea-striatula
380f7deecf,pantherophis-obsoletus
9059623576,crotalus-atrox
276c2680f9,pantherophis-guttatus
2fa9ef0310,opheodrys-aestivus
d0c7913d75,crotalus-atrox
9ce405566f,lampropeltis-triangulum
c98b81ad8a,pantherophis-obsoletus
e3aa373714,opheodrys-aestivus
1e4f536605,storeria-dekayi
ec209ef519,heterodon-platirhinos
582700d0c7,lampropeltis-triangulum
7727cb44a1,storeria-dekayi
bc92129dc2,diadophis-punctatus
d92656ecc3,pantherophis-obsoletus
d76ff1ac44,lampropeltis-californiae
3034db32e1,pituophis-catenifer
35b6982636,pantherophis-obsoletus
1ac3b66cc3,heterodon-platirhinos
36534fcac5,pantherophis-obsoletus
10b1acb0b6,pantherophis-obsoletus
54dcbb96e0,nerodia-sipedon
731da2fb12,pantherophis-obsoletus
dce52386f5,thamnophis-sirtalis
18b89918ca,diadophis-punctatus
839899700a,nerodia-sipedon
84614e40b8,thamnophis-sirtalis
a7723f7ef4,thamnophis-sirtalis
1d8ea15457,lampropeltis-triangulum
a487c28099,crotalus-atrox
7240b699f4,diadophis-punctatus
8a759fc288,pantherophis-obsoletus
13b138dcc4,pantherophis-obsoletus
f7be9664a7,crotalus-atrox
641a4f65bc,opheodrys-aestivus
bd4f7d349e,pantherophis-alleghaniensis
000e2d0a91,crotalus-atrox
ce502ba8a0,crotalus-atrox
97d93358ab,lampropeltis-triangulum
46f9560c99,pituophis-catenifer
5888a3e522,thamnophis-sirtalis
84d4a08b93,opheodrys-aestivus
8293286f7c,pantherophis-obsoletus
4c01b5b8ba,pantherophis-obsoletus
13854590ea,crotalus-atrox
1a019b53b3,pantherophis-alleghaniensis
7f2637a665,pituophis-catenifer
46d28d1bf2,crotalus-horridus
ba4c35ebf2,pantherophis-obsoletus
c4476648be,thamnophis-sirtalis
0e8f2965b4,crotalus-atrox
e4bcba036b,pantherophis-alleghaniensis
dc6f3721ba,pantherophis-obsoletus
e9b8444822,lampropeltis-californiae
02eda2c865,rhinocheilus-lecontei
32edd9e217,lampropeltis-triangulum
0a23c6dbed,pantherophis-obsoletus
0138d2cb1a,lampropeltis-californiae
a265b17556,thamnophis-radix
5360e19610,pantherophis-vulpinus
6929c425fd,thamnophis-sirtalis
d1006244a6,crotalus-horridus
561e39734f,thamnophis-radix
8f31a0a689,nerodia-sipedon
7012d40d2f,nerodia-erythrogaster
7a35c857bc,diadophis-punctatus
f77e1aa99f,thamnophis-sirtalis
75252599b9,lampropeltis-californiae
4af6d73d49,storeria-dekayi
cd7d579dab,thamnophis-sirtalis
7b0ad73599,pantherophis-obsoletus
34b33a11fa,thamnophis-sirtalis
3170f538d1,nerodia-sipedon
8586ab31a9,pantherophis-obsoletus
08acf2e47d,thamnophis-sirtalis
b1286d3868,storeria-dekayi
2d0f08fa36,crotalus-atrox
a0b9ba917f,crotalus-atrox
f40abd0edf,nerodia-erythrogaster
3bd72284b8,diadophis-punctatus
8b5cd0f884,nerodia-sipedon
f8e59232c8,pantherophis-obsoletus
572c5c3520,pantherophis-vulpinus
957c00b573,lampropeltis-triangulum
93e591cb23,pantherophis-obsoletus
68a603b39d,pantherophis-obsoletus
4f472510f3,pantherophis-obsoletus
d6884444ae,crotalus-horridus
c0fa7df5de,pantherophis-obsoletus
